home_SA2,work_SA2,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
166200,166200,66,24,9,,,,,6,,,108
166300,166300,225,30,15,6,,,,,,,282
166400,166400,231,24,12,,,,,,,,276
166500,166500,207,75,18,9,,,,18,,,333
166600,166600,6,,,,,,,,,,9
166700,166700,153,192,33,18,,,9,60,,,465
166900,166900,201,66,24,12,,,,18,,,321
167000,167000,171,24,21,,,,,,,,219
167100,167100,318,522,96,54,,,42,129,,12,1173
167200,167200,129,24,15,,,,,9,,,177
167300,167300,48,9,,,,,,9,,,78
167400,167400,282,99,18,6,,,,18,,,429
167500,167500,84,,,,,,,,,,87
167600,167600,96,39,6,,,,,21,,,168
167700,167700,33,63,9,,,,,39,,,159
167800,167800,120,36,15,,,,,12,,,183
167900,167900,63,,,,,,,,,,75
168000,168000,60,21,21,,,,,6,,,114
168100,168100,135,129,24,9,,,6,45,,,348
168200,168200,108,78,12,,,,,12,,,219
168300,168300,162,18,9,,,,,12,,6,210
168400,168400,54,9,9,,,,,,,,78
168500,168500,273,495,123,30,,,33,99,,9,1065
168600,168600,93,30,6,,,,,,,,144
168700,168700,231,24,12,,,,,15,,21,309
168800,168800,183,24,12,,,,,6,,6,234
168900,168900,63,66,21,,,,,33,,,195
169000,169000,255,36,21,,,,,15,,24,354
169100,169100,321,33,18,,,,,6,,12,393
169200,169200,159,345,63,21,,,18,72,,,675
169300,169300,369,51,15,,,,,9,,9,459
169400,169400,78,63,12,,,,,18,,,174
169500,169500,60,12,,,,,,,,,75
169600,169600,96,138,21,,,,6,30,,,297
169700,169700,372,51,36,6,,,,6,,9,480
169800,169800,168,39,15,,,,,18,,9,246
169900,169900,192,21,12,,,,,18,,,246
170000,170000,150,57,18,,,,,12,,,243
170100,170100,183,33,6,,,,,6,,,234
170200,170200,159,27,18,,,,,6,,,213
170300,170300,51,18,,,,,,9,,,84
170400,170400,72,21,,,,,,,,,105
170500,170500,123,30,,,,,,,,,168
170600,170600,171,27,18,,,,,,,,222
170700,170700,180,30,15,,,,,6,,,243
170800,170800,189,36,18,6,,,,15,,6,273
170900,170900,399,54,12,,,,,6,,12,483
171100,171100,57,63,12,,,,,36,,,171
171200,171200,282,72,30,6,,,,,,24,420
171300,171300,198,21,,,,,,,,15,246
171400,171400,36,60,15,9,,,,21,,,144
171500,171500,141,306,42,30,,,,33,,,555
171600,171600,279,243,36,21,,,27,81,,,687
171700,171700,429,51,6,,,,,18,,48,555
171800,171800,405,57,21,,,,,6,,9,507
171900,171900,147,21,18,,,,,6,,9,204
172000,172000,63,24,,9,,,,,,,102
172100,172100,87,60,9,,,,,27,,,195
172200,172200,51,12,6,,,,,12,,,87
172300,172300,225,30,12,,,,,18,,21,312
172400,172400,219,33,15,,,,,6,,,273
172500,172500,54,,,,,,,,,,69
172600,172600,18,9,,,,,,6,,,36
172700,172700,66,,6,,,,,6,,,87
172800,172800,213,33,9,,,,,,,,270
172900,172900,96,6,,,,,,,,,111
173000,173000,168,30,12,,,,,9,,6,231
173100,173100,276,30,12,,,,,15,,24,360
173200,173200,375,33,21,,,,,9,,,438
173300,173300,243,30,12,,,,,12,,9,306
173400,173400,273,24,12,,,,,,,,315
173500,173500,321,30,12,,,,,15,,15,396
173600,173600,336,21,6,,,,,18,,21,402
173700,173700,327,24,15,,,,,9,,30,414
173800,173800,315,27,18,,,,,9,,24,399
173900,173900,192,138,36,6,,,,15,,,387
174000,174000,111,234,30,,,,9,33,,,423
174100,174100,105,141,24,9,,,12,42,,,333
174200,174200,84,51,9,,,,,12,,,162
174300,174300,201,33,9,,,,,9,,21,273
174400,174400,210,24,6,,,,,6,,33,288
174500,174500,330,24,9,,,,,12,,33,411
174600,174600,219,42,12,,,,,6,,9,297
174700,174700,204,21,12,,,,,24,,15,276
174800,174800,297,54,15,,,,,15,,18,402
174900,174900,120,171,48,15,,,9,54,,,414
175000,175000,213,309,90,18,,,15,75,,,723
175100,175100,180,21,,,,,,12,,21,240
175200,175200,21,9,,,,,,,,,36
175300,175300,168,9,,,,,,,,,189
175400,175400,48,,,,,,,,,,51
175500,175500,192,15,6,,,,,,,,213
175600,175600,54,,,,,,,,,,57
175700,175700,93,,6,,,,,6,,,111
175800,175800,207,24,6,,,,,,,,243
175900,175900,198,42,12,,,,,,,,264
176000,176000,138,9,6,,,,,,,,156
176100,176100,180,15,9,,,,,,,,207
176200,176200,234,45,9,,,,,9,,,303
176300,176300,,9,,,,,,,,,12
176400,176400,96,6,,,,,,,,,108
176500,176500,126,,9,,,,,,,,144
176600,176600,141,15,6,,,,,,,,168
176700,176700,81,9,6,,,,,,,,96
176800,176800,81,,,,,,,6,,,96
176900,176900,159,,9,,,,,,,,174
177000,177000,135,9,15,,,,,,,,159
177100,177100,141,,9,,,,,,,,153
177200,177200,114,15,,,,,,,,,138
177300,177300,72,12,,,,,,15,,,105
177400,177400,84,6,9,,,,,,,,105
177500,177500,84,,,,,,,,,,93
177600,177600,114,12,12,,,,,,,,144
177700,177700,216,18,15,,,,,15,,,264
177800,177800,102,12,9,,,,,18,,,144
177900,177900,150,18,9,,,,,6,,,189
178000,178000,132,18,15,,,,,12,,,180
178100,178100,162,33,9,,,,,9,,,216
178200,178200,129,15,,,,,,15,,,168
178300,178300,129,6,,,,,,12,,,150
178400,178400,54,9,,,,,,9,,,72
178500,178500,141,12,6,,,,,,,,159
178600,178600,42,18,,6,,,,,,,78
178700,178700,66,,,,,,,,,,72
178800,178800,129,12,,,,,,12,,,162
178900,178900,42,27,12,,,,,15,,,99
179000,179000,15,9,,,,,,9,,,33
179100,179100,72,,,,,,,,,,87
179200,179200,57,15,,,,,,,,,81
179300,179300,129,18,,,,,,18,,,168
179400,179400,48,21,,,,,,66,,,144
179500,179500,180,24,9,,,,,18,,,237
179600,179600,147,39,6,,,,6,27,,,228
179700,179700,135,33,,,,,,54,,,231
179800,179800,63,24,,,,,,36,,,132
179900,179900,99,6,,,,,,15,,,123
180000,180000,63,9,,,,,,,,,81
180100,180100,93,12,,,,,,15,,,126
180200,180200,174,12,6,,,,,15,,,210
180300,180300,75,12,6,,,,,,,,99
180400,180400,36,6,,,,,,,,,54
180500,180500,60,,,,,,,,,,66
180600,180600,90,15,,,,,,6,,,117
180700,180700,108,12,6,,,,,15,,,141
180800,180800,42,6,,,,,,6,,,60
180900,180900,99,6,,,,,,,,,114
181000,181000,99,9,9,,,,,,,,120
181100,181100,111,9,,,,,,,,,120
181200,181200,135,27,9,,,,,27,,,204
181300,181300,42,,,,,,,,,,45
181400,181400,177,21,6,,,,,9,,21,234
181500,181500,237,21,18,,,,,9,,6,291
181600,181600,171,21,15,,,,,6,,12,231
181700,181700,204,18,12,,,,,,,21,255
181800,181800,165,21,12,,,,,6,,6,213
181900,181900,72,21,,,,,,15,,,114
182000,182000,93,12,6,,,,,6,,,123
182100,182100,228,24,15,,,,,,,15,288
182200,182200,153,12,9,,,,,,,12,192
182300,182300,90,9,,,,,,,,,105
182400,182400,57,21,,,,,,27,,,120
182500,182500,357,33,15,,,,,9,,18,429
182600,182600,117,18,,,,,,9,,,147
182700,182700,144,21,9,,,,,9,,,186
182800,182800,162,21,,,,,,9,,,195
182900,182900,84,12,,,,,,,,,99
203200,203200,240,66,12,9,,,12,15,,,354
183000,183000,96,,,,,,,,,,108
183100,183100,186,12,,,,,,12,,9,234
183200,183200,51,39,6,,,,,36,,,135
183300,183300,72,24,12,,,,,9,,,120
183400,183400,60,,6,,,,,,,,69
183500,183500,72,18,6,,,,,,,,105
183600,183600,66,15,9,,,,,,,,96
183700,183700,99,9,,,,,,,,,117
183800,183800,87,6,9,,,,,,,,108
183900,183900,114,9,9,,,,,,,,132
184000,184000,75,15,6,,,,,9,,,105
184100,184100,21,15,6,,,,,9,,,51
184200,184200,114,24,12,,,,,18,,,168
184300,184300,69,9,,,,,,,,,87
184400,184400,72,21,,,,,,,,,102
184500,184500,45,,,,,,,,,,54
184600,184600,339,33,12,,,,,15,,30,432
184700,184700,39,12,,,,,,,,,60
184800,184800,87,27,,,,,,,,,123
184900,184900,153,9,9,,,,,12,,12,201
185000,185000,213,18,,,,,,,,36,279
185200,185200,144,27,9,,,,,6,,,189
185300,185300,279,21,15,,,,,,,18,336
185400,185400,201,21,15,,,,,,,21,258
185500,185500,117,369,51,24,,,6,84,,9,657
185600,185600,432,51,21,,,,,,,39,552
185700,185700,345,27,12,,,,,12,,48,450
185800,185800,390,93,21,,,,,27,,36,576
185900,185900,486,57,18,6,,,,12,,69,651
186000,186000,144,381,69,27,,,,54,,,681
186100,186100,333,51,9,,,,,12,,69,477
186200,186200,63,27,,,,,,9,,,99
186300,186300,39,,,,,,,,,,42
186400,186400,60,15,,,,,,12,,,93
186500,186500,66,9,,,,,,,,,78
186600,186600,69,24,,6,,,,,,,102
186700,186700,39,75,12,,,,,21,,,150
186800,186800,84,21,9,,,,,9,,,129
187000,187000,243,87,9,12,,,,9,,9,375
187100,187100,210,66,18,,,,,9,,18,327
187200,187200,240,105,27,9,,,,24,,27,432
187300,187300,123,99,24,6,,,,27,,,279
187400,187400,60,234,30,27,,,6,39,,,393
187500,187500,288,30,15,,,,,9,,24,369
187600,187600,6,,,,,,,,,,15
187700,187700,357,156,36,9,,,,27,,96,687
187800,187800,273,42,33,,,,,,,54,408
187900,187900,195,66,18,,,,,12,,9,306
188000,188000,249,36,21,,,,,,,,318
188200,188200,117,45,15,,,,,15,,6,201
188300,188300,180,12,12,,,,,,,,213
188400,188400,138,6,12,,,,,,,,168
188500,188500,153,18,9,,,,,,,,189
188600,188600,36,39,,,,,,39,,,123
188700,188700,105,105,36,,,,,12,,,270
188800,188800,162,36,6,,,,,9,,,219
188900,188900,165,30,12,,,,,6,,,213
189000,189000,216,33,12,,,,,6,,,267
189100,189100,180,54,12,,,,,18,,,273
189200,189200,183,12,9,,,,,,,,207
189300,189300,135,15,12,,,,,6,,,174
189400,189400,66,9,9,,,,,,,,87
189500,189500,21,,,,,,,,,,21
189600,189600,54,21,,,,,,,,,84
189700,189700,180,324,57,24,,,21,75,,,684
189800,189800,27,6,9,,,,,,,6,51
189900,189900,24,,,,,,,,,,33
190100,190100,45,6,,,,,,,,,57
190200,190200,198,126,30,9,,,6,33,,,408
190300,190300,297,30,12,,,,,9,,,354
190400,190400,60,6,,,,,,,,,69
190500,190500,549,99,39,6,,,,18,,6,717
190600,190600,219,402,51,36,,,15,90,,,819
190800,190800,18,27,,,,,,9,,,54
190900,190900,483,63,18,,,,,,,,573
191000,191000,240,63,12,,,,,21,,,342
191100,191100,129,15,,,,,,,,,153
191200,191200,309,66,21,,,,,12,,,414
191300,191300,276,12,12,,,,,,,,303
191400,191400,264,27,21,,,,,,,,321
191500,191500,189,12,9,,,,,6,,,219
191600,191600,231,15,6,,,,,6,,,261
191700,191700,321,48,9,,,,,9,,,399
191800,191800,279,51,27,,,,,18,,6,387
191900,191900,171,177,33,18,,,,21,,,426
192000,192000,444,123,27,12,,,,6,,15,627
192100,192100,198,273,42,36,,,,78,,,630
192300,192300,57,27,,,,,,15,,,105
192400,192400,57,9,,,,,,,,,66
192500,192500,525,120,39,,,,,18,,27,738
192600,192600,222,15,9,,,,,6,,,252
192800,192800,327,60,12,,,,15,84,,,504
192900,192900,165,15,,,,,,12,,,201
193000,193000,198,48,18,,,,,21,,,291
193100,193100,249,27,12,,,,,15,,,306
193200,193200,276,48,21,,,,,18,,,363
193300,193300,249,15,15,,,,,6,,,285
193400,193400,138,24,,,,,,12,,,177
193500,193500,267,45,12,,,,,24,,,354
193600,193600,177,9,9,,,,,6,,,201
193700,193700,288,21,9,,,,,6,,,330
193800,193800,171,141,24,6,6,,12,138,,,504
193900,193900,36,15,9,,,,,9,,,81
194000,194000,123,15,,,,,,,,,144
194100,194100,96,9,,,,,,6,,,114
194200,194200,117,,,,,,,,,,126
194300,194300,234,18,9,,,,,15,,,285
194400,194400,84,45,,,,,,36,,,177
194500,194500,30,,,,,,,,,,39
194600,194600,162,33,6,9,,,,18,,,228
194700,194700,24,27,,,,,,6,,,66
194800,194800,288,99,18,,,,6,63,,,483
194900,194900,228,9,6,,,,,,,,249
195000,195000,36,12,,,,,,6,,,57
195100,195100,222,18,6,,,,,6,,,255
195200,195200,135,15,6,,,,,,,,165
195300,195300,93,9,,,,,,,,,111
195400,195400,240,48,9,,,,,12,,,318
195500,195500,210,21,9,,,,,21,,,267
195600,195600,123,6,,,,,,,,,138
195700,195700,27,,,,,,,,,,39
195800,195800,156,18,,,,,,6,,,186
195900,195900,162,18,9,,,,,9,,,198
196000,196000,147,18,6,,,,,,,,180
196100,196100,63,,,,,,,,,,69
196200,196200,282,12,9,,,,,,,,300
196300,196300,99,6,,,,,,6,,,123
196400,196400,222,9,6,,,,,,,,243
196500,196500,63,9,,,,,,,,,78
196600,196600,144,12,,,,,,,,,168
196700,196700,147,24,6,,,,,6,,,192
196800,196800,201,6,12,,,,,,,,219
196900,196900,249,9,,,,,,,,,267
197000,197000,162,15,9,,,,,,,,195
197100,197100,267,72,15,,,,6,18,,,387
197200,197200,135,12,6,,,,,6,,,159
197300,197300,174,30,12,6,,,,,,,228
197400,197400,183,18,9,,,,,18,,,237
197500,197500,264,27,18,,,,,21,,,330
197600,197600,189,24,24,,,,,,,,243
197700,197700,240,30,15,,,,,,,9,300
197800,197800,36,,,,,,,,,,42
197900,197900,141,24,18,,,,,9,,6,201
198000,198000,93,6,9,,,,,,,,111
198100,198100,90,24,,,,,,9,,,132
198200,198200,54,18,6,,,,,,,,84
198400,198400,78,18,6,,,,,6,,,111
198500,198500,39,,,,,,,,,,45
198600,198600,75,,,,,,,,,,84
198700,198700,144,36,24,6,,,,9,,,222
198800,198800,99,6,6,,,,,6,,,117
198900,198900,69,,9,,,,,,,,84
199000,199000,60,6,,,,,,,,,72
199100,199100,78,,,,,,,,,,90
199200,199200,108,12,9,,,,,,,,132
199300,199300,15,,,,,,,,,,21
199400,199400,81,12,,,,,,,,,99
199500,199500,66,6,,,,,,,,,72
199600,199600,99,,9,,,,,,,,111
199700,199700,63,9,,,,,,9,,,81
199800,199800,51,9,,,,,,12,,,75
199900,199900,69,9,6,,,,,,,,87
200000,200000,99,9,6,,,,,,,,117
200100,200100,45,36,6,,,,,48,,,141
200200,200200,78,15,12,,,,,,,,114
200300,200300,102,18,,,,,,15,,,141
200400,200400,75,6,6,,,,,,,,96
200500,200500,123,9,,,,,,12,,,150
200600,200600,126,9,12,,,,,,,,153
200700,200700,78,9,6,,,,,,,,102
200800,200800,111,6,9,,,,,,,,132
200900,200900,132,27,12,,,,,6,,,183
201000,201000,69,24,,,,,,,,,102
201100,201100,21,9,,,,,,,,,39
201200,201200,75,12,,,,,,15,,,99
201300,201300,51,24,,,,,,15,,,93
201400,201400,135,24,9,,,,,6,,,180
201500,201500,216,36,18,,,,,9,,,285
201600,201600,387,72,21,,,,,6,,39,531
201700,201700,261,66,12,,,,,15,,9,369
201800,201800,390,144,36,6,,,,24,,51,648
201900,201900,159,9,,,,,,,,,177
202000,202000,216,30,9,,,,,12,,18,285
202100,202100,141,21,9,,,,,,,9,180
202200,202200,78,60,12,,,,,21,,,183
202300,202300,312,60,15,,,,,18,,24,441
202400,202400,87,33,6,9,,,,12,,,153
202500,202500,93,63,18,,,,,9,,,195
202600,202600,159,9,12,,,,,6,,,189
202700,202700,189,279,51,18,,,15,93,,,648
202800,202800,141,84,,,,,,24,,,264
202900,202900,120,63,15,,,,,21,,,228
203000,203000,111,,,,,,,,,,123
203100,203100,129,24,6,,,,,12,,,171
203400,203400,252,72,12,,,,,12,,21,375
203500,203500,213,66,15,6,,,,18,,30,357
203600,203600,51,72,12,9,,,,30,,,174
203700,203700,117,33,12,,,,,,,,168
203900,203900,99,177,18,15,,,6,39,,,354
204100,204100,207,39,21,,,,,,,6,279
204200,204200,150,81,21,12,,,,6,,,270
204300,204300,57,6,,,,,,,,,69
204400,204400,147,273,39,42,,,9,72,,,585
204500,204500,168,45,12,6,,,,9,,9,249
204600,204600,36,,,,,,,,,,42
204700,204700,117,87,15,9,,,,21,,9,258
204800,204800,363,87,21,15,,,,18,,15,516
204900,204900,105,99,15,12,,,,15,,,246
205000,205000,84,81,21,9,,,,9,,6,216
205100,205100,333,42,30,6,,,,12,,30,453
205200,205200,213,102,36,15,,,,21,,12,399
205300,205300,147,27,18,,,,,,,,201
205400,205400,378,108,51,,,,,9,,,549
205500,205500,54,24,,,,,,6,,,90
205600,205600,75,60,18,6,,,,6,,,177
205700,205700,63,12,,,,,,9,,,84
205800,205800,84,27,,,,,,15,,,126
205900,205900,69,,,,,,,,,,75
206000,206000,126,21,,,,,,,,,162
206100,206100,108,6,6,,,,,,,,126
206200,206200,60,15,6,,,,,,,,84
206300,206300,87,,,,,,,,,,93
206400,206400,84,18,,,,,,,,,114
206500,206500,54,,,,,,,,,,60
206600,206600,105,15,9,,,,,,,,132
206700,206700,108,45,9,,,,,15,,,189
206800,206800,18,24,6,,,,,27,,,78
206900,206900,144,21,,,,,,6,,,174
207000,207000,96,24,6,,,,,,,,132
207100,207100,78,9,,,,,,,,,93
207200,207200,90,9,6,6,,,,,,,114
207300,207300,147,21,9,,,,,9,,,186
207400,207400,165,45,6,9,,,,9,,15,249
207600,207600,204,36,,,,,,,,9,261
207700,207700,63,9,,,,,,,,,78
207800,207800,216,594,72,81,,,21,93,,9,1086
207900,207900,99,60,6,,,,,6,,6,180
208000,208000,429,54,21,,,,,18,,39,558
208100,208100,261,21,21,,,,,,,15,321
208200,208200,279,36,21,,,,,15,,9,360
208300,208300,402,51,27,,,,,9,,,498
208400,208400,189,30,42,,,,,9,,,276
208500,208500,99,18,9,,,,,9,,,141
208600,208600,102,30,21,,,,,,,,156
208700,208700,213,24,12,,,,,,,,261
208800,208800,54,6,,,,,,,,,69
208900,208900,,12,,,,,,,,,30
209000,209000,81,15,,,,,,,,,99
209100,209100,51,24,,,,,,6,,,90
209200,209200,81,12,,,,,,,,,96
209300,209300,30,24,6,12,,,,,,,81
209400,209400,147,45,9,,,,,18,,,222
209500,209500,63,21,,,,,,9,,,93
209600,209600,162,48,12,,,,,18,,,249
209700,209700,105,30,,,,,,15,,,159
209800,209800,117,15,,,,,,,,,138
209900,209900,102,12,,,,,,6,,,123
210000,210000,129,12,,,,,,,,,150
210100,210100,24,,,,,,,,,,27
210200,210200,240,36,18,,,,,9,,,309
210300,210300,93,6,,,,,,6,,,111
210400,210400,126,51,9,,,,,12,,,207
210500,210500,27,18,,,,,,24,,,78
210600,210600,102,12,,,,,,,,,126
210700,210700,87,24,,,,,,,,,117
210800,210800,96,6,,,,,,,,,108
210900,210900,96,18,,,,,,12,,,138
211000,211000,108,9,6,,,,,,,,132
211100,211100,93,9,,,,,,,,,108
211200,211200,162,12,12,,,,,6,,,195
211300,211300,159,54,18,9,,,9,9,,,261
211400,211400,69,12,,,,,,,,,87
211500,211500,90,27,,,,,,15,,,138
211600,211600,27,6,,,,,,12,,,54
211700,211700,183,,9,,,,,,,,195
211800,211800,141,12,,,,,,6,,,165
211900,211900,225,12,,,,,,,,,246
212000,212000,138,6,,,,,,,,,150
212100,212100,129,,6,,,,,,,,138
212200,212200,198,30,15,,,,,6,,6,258
212300,212300,192,54,9,,,,,15,,,270
212400,212400,87,,,,,,,,,,99
212500,212500,81,,,,,,,,,,84
212600,212600,93,9,,,,,,6,,,117
212800,212800,27,12,6,,,,,,,,51
212900,212900,81,24,,,,,,21,,,138
213000,213000,126,9,,,,,,,,,141
213100,213100,126,9,,,,,,,,,135
213200,213200,126,33,6,,,,,12,,,183
213300,213300,222,24,6,,,,,18,,,270
213400,213400,216,21,12,,,,,12,,,267
213500,213500,81,,6,,,,,,,,93
213600,213600,54,9,,,,,,9,,,78
213700,213700,117,27,6,,,,,12,,,162
213800,213800,78,,12,,,,,,,,93
213900,213900,96,,6,,,,,,,,108
214000,214000,81,9,,,,,,,,,96
214100,214100,72,9,,,,,,9,,,90
214200,214200,72,,,,,,,,,,81
214300,214300,42,18,,6,,,,24,,,96
214400,214400,78,15,,,,,,,,,105
214500,214500,126,9,6,,,,,9,,,153
214600,214600,108,21,,,,,,,,,138
214700,214700,84,6,,,,,,6,,,99
214800,214800,72,,,,,,,,,,81
214900,214900,129,27,,,,,,12,,,171
215000,215000,117,12,,,,,,,,,138
215100,215100,132,6,,,,,,,,,144
215200,215200,123,12,9,,,,,,,,153
215300,215300,90,9,,,,,,6,,,114
215400,215400,243,48,24,,,,,15,,,339
215500,215500,192,33,12,,,,,12,,9,261
215600,215600,363,204,45,24,,,12,33,,39,723
215700,215700,96,87,15,,,,,21,,,228
215800,215800,138,237,57,18,,,12,54,,,522
215900,215900,336,60,24,6,,,,15,,21,462
216000,216000,75,18,,,,,,,,,102
216100,216100,432,66,18,,,,,12,,12,540
216300,216300,198,54,15,,,,,12,,,288
216400,216400,99,12,,,,,,,,,120
216500,216500,123,30,12,,,,,21,,,192
216600,216600,129,12,,,,,,15,,,159
216700,216700,228,54,18,,,,,24,,9,339
216800,216800,132,12,,,,,,,,,156
216900,216900,150,18,12,,,,,15,,,198
217000,217000,75,69,12,6,,,9,99,,,273
217100,217100,75,,,,,,,,,,78
217200,217200,132,12,6,,,,,6,,,156
217300,217300,165,39,21,,,,,27,,,258
217400,217400,222,90,21,9,,,,51,,,405
217500,217500,219,66,15,6,,,,21,,,324
217600,217600,201,30,,,,,,12,,,249
217700,217700,6,9,,,,,,,,,21
217800,217800,168,15,6,,,,,,,,195
217900,217900,144,9,6,,,,,,,,165
218000,218000,192,24,6,,,,,9,,,228
218100,218100,183,12,6,,,,,9,,,213
218200,218200,57,,,,,,,,,,63
218300,218300,201,33,9,,,,,36,,,282
218400,218400,303,51,27,,,,,33,,,423
218500,218500,156,162,12,21,,,6,39,,,402
218600,218600,162,21,9,,,,,9,,,201
218700,218700,222,42,9,,,,,9,,,288
218800,218800,102,6,9,,,,,,,,120
218900,218900,129,18,6,,,,,,,,168
219000,219000,243,39,21,,,,,9,,,315
219100,219100,273,15,15,,,,,9,,9,321
219200,219200,174,18,,,,,,,,9,207
219300,219300,243,33,18,,,,,18,,6,315
219400,219400,270,66,18,,,,,18,,12,387
219500,219500,354,54,15,,,,,9,,18,453
219600,219600,171,135,33,12,,,15,69,,,435
219700,219700,153,12,6,,,,,,,,180
219800,219800,273,36,12,,,,,9,,12,342
219900,219900,210,12,6,,,,,,,6,243
220000,220000,306,33,15,,,,,6,,12,378
220100,220100,90,15,,,,,,,,,114
220200,220200,42,12,,,,,,,,,57
220300,220300,69,111,27,6,,,,30,,,246
220400,220400,72,33,,,,,,9,,,114
220500,220500,480,72,15,,,,,21,,63,657
220600,220600,405,48,15,,,,,18,,42,528
220700,220700,78,120,18,,,,9,51,,,285
220800,220800,309,33,6,,,,,9,,30,387
220900,220900,171,66,9,9,,,,39,,12,312
221000,221000,102,165,9,9,,,12,66,,9,369
221100,221100,177,33,6,,,,,6,,15,243
221200,221200,189,18,,,,,,9,,12,228
221300,221300,87,27,12,,,,,6,,,132
221400,221400,162,51,18,,,,,21,,,252
221500,221500,126,9,,,,,,,,21,162
221600,221600,108,33,12,,,,,18,,,180
221700,221700,60,30,12,,,,,12,,,126
221800,221800,111,60,9,,,,6,12,,,204
221900,221900,120,132,33,6,,,,54,,,348
222000,222000,195,18,9,,,,,,,18,246
222100,222100,270,171,21,12,,,9,30,,42,555
222200,222200,33,30,,6,,,,27,,,99
222300,222300,297,39,18,,,,,9,,18,384
222400,222400,216,27,21,6,,,,,,,276
222500,222500,69,42,9,,,,,15,,,135
222600,222600,81,144,30,15,,,,48,,,318
222700,222700,57,24,,,,,,6,,,93
222800,222800,162,72,33,,,,,30,,9,318
222900,222900,261,78,33,6,,,,9,,12,396
223000,223000,78,57,12,12,,,,24,,,183
223100,223100,114,144,24,6,,,6,36,,,330
223200,223200,66,84,9,,,,12,51,,,225
223300,223300,219,24,12,,,,,,,,267
223400,223400,186,21,9,,,,,6,,6,231
223500,223500,153,12,12,,,,,,,,186
223600,223600,51,6,,,,,,,,,66
223700,223700,102,6,6,,,,,,,,120
223800,223800,54,18,,,,,,,,,81
223900,223900,27,,,,,,,,,,27
224000,224000,60,18,6,,,,,12,,,102
224100,224100,48,6,,,,,,,,,57
224200,224200,114,12,,,,,,6,,,138
224300,224300,63,21,,,,,,,,,93
224400,224400,81,12,,,,,,,,,93
224500,224500,39,,,,,,,,,,51
224600,224600,84,6,,,,,,,,,96
224700,224700,,6,,,,,,,,,12
224800,224800,102,9,,,,,,9,,,129
224900,224900,69,,,,,,,,,,81
225000,225000,60,9,,,,,,12,,,84
225100,225100,69,18,,,,,,12,,,108
225200,225200,51,,,,,,,,,,57
225300,225300,111,15,6,,,,,12,,,144
225400,225400,42,9,,,,,,9,,,63
225500,225500,114,18,,,,,,15,,,153
225600,225600,204,45,18,,,,,18,,,291
225700,225700,42,48,6,,,,,39,,,144
225800,225800,54,51,,,,,,27,,,138
225900,225900,147,12,9,,,,,,,,177
226000,226000,48,,,,,,,,,,57
226100,226100,489,93,45,6,,,,9,,21,666
226200,226200,9,,,,,,,,,,15
226300,226300,165,24,9,,,,,12,,6,219
226400,226400,219,84,21,12,,,,24,,24,390
226500,226500,90,225,51,27,,,,63,,,459
226600,226600,165,27,18,,,,,,,6,225
226700,226700,126,231,39,12,,,6,75,,,495
226800,226800,129,30,15,,,,,,,18,195
226900,226900,75,24,12,,,,,12,,,123
227000,227000,78,75,21,6,,,,30,,,219
227100,227100,324,57,18,,,,,12,,18,429
227200,227200,273,39,12,,,,,,,,330
227300,227300,117,72,15,,,,27,57,,9,294
227400,227400,123,24,12,,,,,6,,9,171
227500,227500,234,21,15,,,,,15,,9,303
227600,227600,216,33,6,,,,,6,,12,279
227700,227700,36,,,,,,,,,,39
227800,227800,231,33,15,,,,,9,,21,309
227900,227900,120,12,12,,,,,6,,,153
228000,228000,123,6,12,,,,,,,,144
228100,228100,120,36,6,,,,,27,,,195
228200,228200,63,6,6,,,,,,,,81
228300,228300,87,12,9,,,,,18,,,123
228400,228400,45,51,12,,,,,21,,,135
228500,228500,90,12,9,,,,,6,,,120
228600,228600,246,42,18,,,,,21,,18,348
228700,228700,189,27,18,,,,,9,,6,252
228800,228800,156,21,9,,,,,21,,,210
228900,228900,30,,,,,,,,,,39
229000,229000,111,,,,,,,,,,126
229100,229100,81,,,,,,,,,,96
229200,229200,27,12,,,,,,12,,,57
229300,229300,138,15,6,,,,,,,,165
229400,229400,180,15,12,,,,,,,,213
229500,229500,99,15,,,,,,,,,123
229600,229600,135,18,6,,,,,12,,,174
229700,229700,15,,,,,,,,,,18
229800,229800,132,42,12,,,,9,87,,,285
229900,229900,63,6,,,,,,6,,,81
230000,230000,69,,,,,,,,,,78
230100,230100,102,,12,,,,,12,,,132
230200,230200,99,9,,,,,,12,,,123
230300,230300,87,,6,,,,,,,,99
230400,230400,120,6,,,,,,,,,135
230500,230500,105,15,,,,,,24,,,150
230600,230600,45,45,,,,,,99,,,198
230700,230700,120,27,6,,,,,,,,162
230800,230800,117,12,9,,,,,6,,,150
230900,230900,75,,,,,,,,,,87
231000,231000,81,18,,,,,,9,,,117
231100,231100,102,9,9,,,,,,,,126
231200,231200,87,21,,,,,,15,,,129
231300,231300,141,21,6,,,,,12,,,186
231400,231400,105,,,,,,,9,,,120
231500,231500,147,12,6,,,,,9,,,174
231600,231600,117,12,,,,,,6,,,144
231700,231700,159,,6,,,,,6,,,177
231800,231800,186,24,9,,,,,9,,,234
231900,231900,15,12,,,,,,9,,,39
232000,232000,117,24,6,,,,,,,,156
232100,232100,183,252,6,,,,57,165,,,666
