home_SA2,work_SA2,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
325800,326400,,15,,,,,,,,,27
143400,133200,,15,,,15,,,,,,33
137100,138500,,12,,,,,,,,,24
349800,353200,,51,,,,,,,,,57
145700,134500,,,,,,,,,,,9
136000,125700,,6,,,,,,,,,6
132300,147400,,,,,,,,,,,9
180500,179700,,9,,,,,,,,,12
129100,131600,,,,,,,,,,,6
160500,147400,,,,,,,,,,,6
162500,138500,,9,,,,6,,,,,18
112600,110700,,6,,,,,,,,,12
104100,103500,,18,,,,,,,,,15
147500,134400,,,,,,,,,,,6
172200,173000,,,,,,,,,,,6
140500,135100,,,,,,,,,,,9
141200,145900,,21,6,,,,,,,,33
131800,157600,,,,,,,,,,,6
318700,324200,,18,,,,,,,,,21
248900,248000,,9,,,,,,,,,12
346600,348100,,9,,,,,,,,,12
350700,349800,,12,,,,,,,,,15
143100,140500,,,,,,,,,,,9
254000,250600,,9,,,,,,,,,9
146200,135900,,,,,,,,,,,6
158800,145500,,21,,,,,,,,,27
332500,330700,,12,,,,,,,,,18
132600,136000,,15,,,,9,,,,,27
122600,126600,,63,,,,,,,,,72
135700,145500,,,,,,,,,,,9
142400,141100,,6,,,,,,,,,6
121800,124400,,9,,,,,,,,,12
138000,133200,,,,,6,,,,,,15
155900,141500,,9,,,,,,,,,9
146600,154900,,,,,,,,,,,6
316000,331500,,9,,,,,,,,,9
335200,322700,,6,,,,,,,,,6
115400,114000,,6,,,,,,,,,9
177600,179500,,9,,,,,,,,,9
158400,154600,,6,,,,,,,,,9
139900,132400,,12,,,12,,,,,,33
242300,241900,,6,,,,,,,,,6
234400,234800,,18,,,,,,,,,18
328900,319100,,51,6,,,,,,,,60
324300,328800,,12,,,,,,,,,18
158500,133200,,9,,,,6,,,,,15
135600,126600,,9,,,,,,,,,9
199100,201300,,18,,,,,,,,,21
139400,140200,,6,,,,,,,,,6
240200,240800,,9,,,,,,,,,9
135600,133200,,12,,,9,9,,,,,33
177900,181600,,18,,,,,,,,,18
196100,193800,,36,6,,,,,,,,45
326500,320400,,9,,,,,,,,,15
248400,250700,,51,,,24,27,6,,,,120
332700,322300,,9,9,,,,,,,,24
330900,330800,,,,,,,,,,,9
211300,209700,,9,,,,,,,,,12
126400,134300,,,,,,,,,,,9
176800,175200,,129,6,9,,,,,,,153
173500,173700,,15,,,,,,,,,18
225300,223800,,9,,,,,,,,,9
162300,145900,,15,9,,,,,,,,27
133200,126600,,,,,12,,,,,,15
254800,254600,,,,,,,,,,,12
124800,131900,,6,,,,,,,,,12
206700,205400,,39,12,,,,,,,,54
100900,100500,,9,,,,,,,,,12
122900,117000,,27,,,,,,,,,30
351100,349400,,,,,,,,,,,9
120900,133500,,9,,,,,,,,,15
126500,124400,,6,,,,,,,,,6
149800,156000,,15,,,,,,,,,24
253100,253400,,6,,,,,,,,,9
301500,301200,,,,,,,,,,,6
176200,180200,,6,,,,,,,,,9
224300,225100,,9,,,,,,,,,9
317500,322300,,,,,,,,,,,6
352300,352000,,6,,,,,,,,,9
217300,217400,,54,,,,,,,,,60
313500,330700,,,,,,,,,,,6
156800,145500,,6,,,,,,,,,9
177100,177200,,9,,,,,,,,,15
325800,323000,,,,,,,,,,,9
154000,156700,,,,,,,,,,,6
301000,300700,,15,,,,,,,,,18
115600,128700,,,,,,,,,,,6
131900,133500,,15,,,,,,,,,24
156200,157500,,,,,,,,,,,9
179500,177400,,6,,,,,,,,,6
331400,331800,,9,6,,,,,,,,15
111100,113800,,12,9,,,,,,,,21
123600,136100,,6,,,,,,,,,6
190500,169300,,,,,,,,,,,9
199800,201300,,6,,,,,,,,,9
134300,136400,,12,,,,,,9,,,30
121900,136400,,6,,,,,,,,,12
120000,127100,,,,,,,,,,,6
188200,188900,,12,,,,,,,,,12
320600,328800,,12,6,,,,,,,,21
143500,117000,,9,,,,,,,,,9
109700,111100,,12,,,,,,,,,12
322200,317300,,,,,,,,,,,9
129300,136100,,9,,,,,,,,,18
155600,146800,,,,,,,,,,,9
130100,118600,,21,9,,,,,,,,36
141500,140200,,9,,,,,,6,,,18
125800,132700,,9,,,18,,,,,,30
101800,103500,,12,,,,,,,,,15
140700,147900,,36,,,,,,,,,42
114700,136000,,,,,,,,,,,6
121600,123500,,15,,,,,,,,,21
121400,131300,,9,,,15,,,,,,27
139300,155500,,12,,,,,,,,,15
246600,245400,,6,,,,,,,,,9
178300,177200,,9,,,,,,,,,9
134900,136400,,12,,,,,,,,,15
231300,230200,,18,,,,,,,,,21
206900,206700,,33,,,,,,9,,,48
303500,302800,,15,9,,,,,,,,24
242100,242300,,6,,,,,,,,,9
328800,325700,,,,,,,,,,,6
327100,326400,,,,,,,,,,,12
123700,117400,,6,,,,,,,,,6
144500,131300,,9,,,,21,,,,,36
137300,145500,,9,,,,,,,,,18
350000,354200,,,,,,,,,,,6
163700,147700,,30,9,,,,,,,,42
146200,152300,,60,18,,,,,,,,87
196000,195100,,9,,,,,,,,,9
332700,319100,,6,,,,,,,,,12
353400,353800,,,,,,,,6,,,6
140500,123500,,6,,,,,,,,,12
116700,138500,,15,6,,6,,,,,,27
141600,152300,,15,,,,,,,,,21
301100,301200,,93,27,9,,,12,18,,,159
211100,210800,,,,,,,,,,,6
155300,145500,,9,,,,,,,,,9
181400,181200,,,,,,,,,,,6
353500,355600,,9,,,,,,,,,9
208000,209500,,9,,,,,,,,,12
317400,328100,,27,15,,,,,,,,45
139800,117000,,15,,,,,,,,,15
116700,132700,,9,,,12,,,,,,18
330400,323500,,39,9,,,,,,,,54
207300,205800,,15,,,,,,,,,21
314300,314600,,12,,,,,,,,,18
133800,131800,,,,,,,,12,,,18
168700,169200,,12,,,,,,,,,12
351200,353400,,108,18,9,9,,,,,,144
247600,244000,,,,,,,,,,,6
335900,320400,,6,,,,,,,,,12
131200,134100,,,,,,,,9,,,21
125800,145900,,15,6,,,,,,,,24
305800,304700,,105,18,,,,,,,,138
201500,201300,,90,6,,,,9,,,,105
176500,176600,,,,,,,,,,,6
210700,208900,,54,6,,,,,,,,72
125000,141500,,,,,,,,,,,6
130300,132400,,24,,,12,,6,6,,,60
139800,142000,,15,,,,,,,,,21
113000,125100,,,,,,,,,,,6
171800,176300,,36,,,,,,,,,48
121800,117300,,21,,,,,,,,,27
108800,106600,,,,,,,,,,,6
172800,176300,,69,21,,,,,,,,90
321400,319100,,24,9,,,,,,,,33
154300,152400,,33,,6,,,,,,,51
145800,145500,,9,,,,,,,,,15
195500,197500,,,,,,,,,,,9
120300,119200,,30,,,,,,,,,36
142600,131800,,,,,,,,,,,6
199500,199800,,15,,,,,,,,,21
229600,232700,,,,,,,,,,,9
237000,244300,,,,,,,,,,,6
326800,323500,,24,6,,,,,,,,33
150600,150100,,9,,,,,,,,,15
215600,216000,,9,,,,,,,,,9
165300,166000,,192,33,12,,,,39,,,285
331100,324200,,18,,,,,,,,,24
134200,131300,,15,,,15,,,,,,42
209000,208500,,30,,6,,,,,,,39
145300,145400,,15,,,,,,,,,24
160100,136400,,9,,,,,,,,,12
307800,308000,,,,,,,,,,,12
252700,252100,,9,6,,,,,,,,18
349300,351400,,24,9,,,,,,,,36
240700,239800,,6,,,,,,,,,9
242000,239900,,9,,,,,,,,,9
128800,128200,,,,,,,,,,,6
257300,257100,,6,,,,,,,,,6
161100,154600,,,,,,,,,,,6
248600,252400,,18,,,,,,,,,21
161300,162200,,9,,,,,,,,,18
257000,256200,,,6,,,,,,,,9
354400,351400,,24,,,,,,,,,27
140300,133200,,15,,,15,27,,,,,63
131200,144200,,15,,,,,,,,,24
131800,138500,,30,,,24,,,12,,,84
220400,221900,,6,,,,,,,,,6
232300,232700,,6,,,,,,,,,9
126900,133700,,,,,,12,,,,,21
154500,132700,,,,,,,,,,,6
214700,208400,,,,,,,,,,,6
223500,224100,,9,,,,,,,,,9
228100,229600,,6,,,,,,,,,9
145800,147100,,,,,,,,,,,9
320300,327100,,15,,,,,,,,,24
147500,150200,,21,,,,,,,,,24
151700,147600,,15,,,,,,,,,21
136900,155500,,6,,,,,,,,,12
179300,173200,,,,,,,,,,,6
107400,107000,,6,,,,,,,,,12
220600,221300,,6,,,,,,,,,9
115500,125100,,,,,,,,,,,6
241600,245100,,9,,,,,,,,,12
314200,313400,,6,,,,,,,,,9
318400,319100,,6,,,,,,,,,9
334000,334700,,9,,,,,,,,,9
198800,199000,,6,,,,,,,,,6
335500,324900,,15,,,,,,,,,18
108300,105500,,15,,,,,,,,,15
164900,145900,,12,9,,,,,,,,18
130200,136400,,21,,,,,,,,,36
142900,142000,,,,,,,,,,,6
105900,106200,,6,,,,,,,,,12
237100,239900,,21,6,,,9,,,,,36
325100,323100,,6,,,,,,,,,6
217900,216600,,18,,,,,,,,,18
142600,133500,,12,,,,,,,,,18
361700,363000,,9,,,,,,,,,9
242300,241800,,15,,,,,,,,,18
323700,330700,,18,15,,,,,,,,36
250100,254900,,,,,,,,,,,6
302900,302400,,48,15,,,,6,,,,78
120900,136400,,,,,,,,,,,9
138300,144200,,18,,,6,,,,,,27
351400,351500,,9,,,,,,,,,9
138600,145900,,30,9,,,,,,,,42
229300,228600,,,,,,,,,,,9
256700,256800,,15,,,,,,,,,21
349300,354300,,39,12,,,,,,,,51
328000,324300,,,,,,,,,,,6
140500,131300,,30,,,,9,,,,,51
195900,194400,,66,,,,,,,,,72
115300,138500,,,,,,,,,,,6
144000,131800,,9,,,,,,,,,12
146300,131800,,,,,,,,,,,6
143500,157600,,12,,,,,,,,,21
152800,141500,,,,,,,,,,,6
339600,338700,,21,,,,,,,,,24
217200,218300,,12,,,,,,,,,15
145200,125100,,,,,,,,,,,6
148400,118600,,,,,,,,,,,6
326700,328100,,24,12,,,,,,,,42
139000,138500,,36,,,,,6,,,,60
303300,303900,,15,,,,,,,,,18
311700,310300,,12,,,,,,,,,18
307400,308300,,12,,,,,,,,,18
215200,214300,,117,18,12,,,12,36,,,201
118500,118800,,,,,,,,,,,6
204100,202700,,24,,,,,,,,,27
223500,223700,,,,,,,,,,,6
118400,123500,,66,24,6,,,,,,,102
338700,339000,,18,9,,,,,,,,27
142000,131300,,12,,,6,,,,,,21
308600,307800,,21,,,,,,,,,30
143500,133800,,6,,,,,,,,,9
105100,107000,,6,,,,,,,,,9
210000,211000,,,,,,,,,,,6
199600,201000,,6,,,,,,,,,9
143700,143300,,9,,,,,,,,,9
325600,325700,,45,,,,,,,,,54
233400,233300,,36,,,,,,,,,36
145000,145500,,27,9,,,,,24,,,72
323400,321800,,6,,,,,,,,,9
255700,255600,,,,,,,,,,,12
303500,302700,,6,,,,,,,,,9
326900,316500,,6,,,,,,,,,6
146300,156000,,12,,,,,,,,,12
139400,141000,,21,,,,,,,,,24
191500,195200,,6,,,,,,,,,6
193500,195600,,6,,,,,,,,,9
145000,144200,,18,6,,,,,,,,30
121700,147900,,6,,,,,,,,,9
138900,143400,,9,,,,,,,,,9
321700,316700,,18,,,,,,,,,24
134200,131900,,15,,,,,,,,,27
355600,350400,,,,,,,,,,,6
160400,150100,,21,,,,,,,,,24
226900,226300,,,,,,,,,,,6
156800,148200,,6,,,,,,,,,9
325400,321800,,18,,,,,,,,,21
159500,162200,,6,,,,,,,,,9
164800,164100,,9,,,,,,,,,12
218500,219000,,42,6,,,,,,,,51
355400,353100,,27,,,,,,,,,36
130900,136900,,,,,,,,,,,9
211100,208300,,9,,,,,,,,,9
148300,156000,,12,,,,,,,,,9
177500,179600,,9,,,,,,,,,15
139000,152300,,9,,,,,,,,,15
158500,136400,,12,,,,,,,,,12
160600,155500,,87,,6,,,,,,,108
124500,132700,,9,,,9,,,,,,30
100900,100800,,36,,,,,,,,,42
123700,127200,,18,,,,,,,,,27
114000,112500,,,,,,,,,,,9
157400,150600,,9,,,,,,,,,9
131500,135000,,,,,,,,,,,6
192300,191900,,18,,,,,,,,,24
176100,181200,,6,,,,,,,,,9
161600,152300,,33,12,,,,,,,,54
198700,198400,,6,,,,,,,,,9
322200,323500,,21,15,,,,,,,,39
149300,136000,,15,,,,,,,,,21
230100,229200,,96,18,,,,9,,,,129
122900,131800,,,,,,,,,,,6
306100,302800,,33,,,,,,,,,45
100400,100800,,24,,,,,,,,,27
196700,193800,,135,18,6,6,,,,,,171
147000,133200,,6,,,,9,,,,,18
334500,327100,,9,,,,,,,,,15
202700,204400,,,,,,,,,,,9
121900,125100,,6,,,,,,,,,9
237600,236500,,21,,,,,,,,,24
202900,203900,,6,,,,,,,,,9
234100,230600,,24,,,,,,,,,27
242800,245400,,,,,,,,,,,9
173800,179400,,15,,,,,,,,,15
327300,320400,,18,12,,,,,,,,33
126400,144200,,9,,,,,,,,,9
144800,144200,,33,6,,,,,33,,,84
140100,140500,,6,,,,,,,,,9
116700,147700,,9,,,,,,,,,12
172800,181600,,9,,,,,,,,,12
231300,231900,,72,,,9,,24,,,,114
179900,179300,,,,,,,,,,,6
160200,133300,,15,,,,9,,,,,30
181400,176300,,21,6,,,,,,,,30
105900,106300,,9,,,,,,,,,9
182000,181200,,,,,,,,,,,6
124500,134800,,18,,,,,,,,,21
136600,133100,,,,,,,,,,,9
136000,133400,,,,,,,,,,,9
305100,305700,,27,15,,,,,6,,,54
213200,212800,,60,30,,,,,,,,96
184200,178900,,24,,,,,,,,,30
102200,103900,,9,,,,,,,,,12
134400,138500,,21,6,,,24,,,,,66
123300,144200,,12,,,,,,,,,18
114600,113000,,42,,,,,,,,,51
136900,135800,,,,,,,,,,,9
131500,137300,,6,,,,,,,,,6
329400,322200,,6,,,,,,,,,9
247600,243700,,9,,,,,,,,,12
140100,145300,,,,,,,,,,,6
214500,214600,,6,,,,,,,,,6
162200,152700,,6,,,,,,,,,9
256500,256600,,12,,,,,,,,,12
316100,319100,,12,,,,,,,,,18
348200,347400,,6,,,,,,,,,12
174300,175000,,12,,,,,,,,,15
127600,131500,,,,,,,,,,,9
176700,176100,,6,,,,,,,,,6
138700,137900,,,,,,,,,,,6
305300,304000,,36,15,,,,6,,,,63
202100,203900,,18,,,,,,,,,21
307200,308100,,6,,,,,,,,,9
191800,196500,,,,,,,,,,,9
337000,338200,,9,,,,,,,,,12
219500,218300,,6,,,,,,,,,6
354400,354800,,6,,,,,,,,,9
156400,118600,,,,,,,,,,,6
210800,209700,,15,,,,,,,,,18
202500,202300,,36,6,,,,,,,,42
143400,123500,,,,,,,,,,,6
335300,334900,,,,,,,,,,,6
127900,134100,,,,,,,,,,,6
218100,218600,,6,,,,,,,,,12
144100,145300,,6,,,,,,,,,9
130000,134200,,6,,,,,,,,,9
127600,130800,,6,,,,,,,,,6
182500,176300,,12,6,,,,,,,,18
134400,134100,,6,,,9,,,9,,,36
138100,117300,,6,,,,,,,,,12
133100,150100,,,,,,,,,,,6
214900,209600,,,,,,,,,,,6
158000,117000,,6,,,,,,,,,6
304600,302400,,18,6,,,,,,,,27
313900,322300,,9,6,,,,,,,,15
142700,152400,,,,,,,,,,,6
202500,202800,,60,,,,,,,,,63
183000,179400,,27,,,,,,,,,36
151000,137700,,,,,,,,,,,6
249300,250700,,42,,,,33,,,,,96
253200,253700,,9,,,,,,9,,,18
150600,153800,,9,,,,,,,,,15
330200,330100,,9,,,,,,,,,9
179600,172300,,,,,,,,,,,6
337900,337300,,18,,,,,,,,,21
144000,146700,,15,,,,,,,,,15
130900,135300,,9,,,,,,,,,9
180700,179600,,18,,,,,,9,,,36
119500,117400,,9,,,,,,,,,9
126400,132200,,,,,,,,,,,9
149700,152000,,6,,,,,,,,,9
135700,133500,,,,,,,,,,,9
213700,210500,,30,9,,,,,,,,42
303400,304000,,33,15,,,,,,,,48
209000,209500,,18,,,,,,,,,18
315700,315900,,,,,,,,,,,9
197200,192800,,30,,,,,,,,,36
330300,324900,,27,,,,,15,,,,45
204600,204500,,9,,,,,,,,,15
242600,244000,,15,6,,,,,,,,21
241300,244000,,6,9,,,,,,,,15
139200,141100,,12,,,,,,,,,12
160400,162100,,,,,,,,,,,6
322400,323500,,30,6,,,,,,,,45
213700,214100,,9,,,,,,,,,12
123100,124400,,,,,,,,,,,6
345600,345400,,36,,,,,,,,,45
189000,189600,,9,,,,,,,,,9
244700,247200,,6,,,,,,,,,6
230900,228900,,6,,,,,,,,,9
241300,251600,,6,,,,,,,,,12
164000,163700,,15,,,,,,,,,21
249300,247900,,,,,,,,,,,9
127000,127500,,66,12,6,12,,,,,,102
132600,125100,,18,,,,,,,,,24
139900,141000,,6,,,,,,,,,6
109000,107100,,63,18,,,,,,,,81
188700,189100,,39,6,,,,,,,,54
250900,245700,,9,,,,,,,,,9
142200,156000,,6,,,,,,,,,6
330400,325700,,30,,,,,,,,,39
118700,147700,,9,,,,,,,,,15
361300,362200,,24,,,,,,,,,27
133800,126800,,,,,,,,,,,9
138600,152700,,6,,,,,,,,,6
214900,213700,,27,,,,,,6,,,42
209800,210600,,,,,,,,,,,9
154100,156000,,12,,,,,,,,,18
157900,155500,,108,,15,,,,9,,,147
131800,152700,,12,,,,,,,,,18
165100,147700,,9,6,,,,,,,,12
114900,114600,,12,,,,,,,,,18
332700,321200,,9,,,6,,,,,,15
320800,323500,,21,9,,,,,,,,36
242600,251400,,27,,6,,69,,,,,114
313800,323500,,6,,,,,,,,,9
143100,131200,,6,,,,,,,,,6
131500,128700,,39,6,,,,,,,,48
119900,118600,,105,27,,,,,,,,153
252400,239900,,9,,,,,,,,,15
123400,145900,,18,9,,,,,,,,30
125600,113800,,6,,,,,,,,,6
149900,162300,,,,,,,,,,,6
134700,133300,,12,,,,15,,,,,36
122400,155500,,,,,,,,,,,6
114000,136000,,6,,,,,,,,,12
126000,127000,,9,,,,,,,,,6
137800,145900,,27,,,,,,,,,36
166500,166700,,96,18,15,,,,,,,135
301300,301100,,42,9,,,,,6,,,60
256900,257700,,27,,,,,,,,,33
112900,118600,,75,24,,,,,,,,99
146000,156000,,,,,,,,,,,6
155100,147900,,72,,6,,,,,,,84
216300,218100,,6,,,,,,,,,9
319400,323800,,6,,,,,,,,,6
133300,118600,,9,,,,,,,,,15
140600,128700,,6,,,,,,,,,9
317700,325800,,6,,,,,,,,,6
111600,126600,,18,,,,,,,,,24
121200,126800,,24,,,15,,,,,,48
351100,354700,,9,,,,,,,,,12
314600,313800,,9,,,,,,,,,15
302500,305700,,12,,,,,,,,,15
130100,133600,,,,,,,,,,,9
132900,131200,,6,,,,,,,,,9
165700,157600,,12,6,,,,,,,,21
113000,126800,,12,,,,,,,,,15
235800,235900,,,,,,,,,,,9
312600,312800,,12,,,,,,,,,12
321500,320500,,6,,,,,,,,,9
330100,331800,,18,,,,,,,,,27
116900,126600,,42,,,9,,,,,,54
314900,315400,,6,,,,,,,,,9
193000,193100,,12,,,,,,,,,12
146200,126800,,,,,,,,,,,9
155200,136000,,6,,,,,,,,,9
134300,144200,,15,,,,,,,,,18
184400,181600,,,,,,,,,,,9
326800,319100,,21,,,,,,,,,21
183700,179500,,6,,,,,,,,,9
234600,228900,,,,,,,,,,,9
156500,145000,,6,,,,,,,,,6
239000,248000,,,,,,,,,,,9
142700,118600,,6,,,,,,,,,12
337200,338300,,,,,,,,,,,6
323900,324900,,15,,,,,15,18,,,54
140900,132700,,18,,,12,,,,,,33
132900,133300,,15,,,,18,,,,,39
232200,228700,,,,,,,,,,,6
102200,103100,,24,,,,,,,,,30
134200,145000,,6,,,,,,,,,6
164000,144200,,9,,,,,,,,,15
245600,250700,,18,,,,30,,,,,51
162100,118600,,12,6,,,,,,,,18
163100,160900,,6,,,,,,,,,6
129600,129500,,9,,,,,,,,,6
137900,127200,,,,,,,,,,,9
158500,166000,,6,,,,,,,,,12
200600,200900,,12,,,,,,,,,15
145100,147700,,33,12,,,,,,,,45
160100,149600,,9,,,,,,,,,9
189000,189700,,,,,,,,,,,6
144600,151700,,15,,,,,,,,,21
114200,125100,,18,,,,,,,,,24
158700,155500,,54,,9,9,,,,,,78
135000,136900,,9,,,,,,,,,12
213100,214400,,,,,,,,,,,6
208100,210500,,39,,,,,,,,,48
253400,253700,,9,,,,,,9,,,24
139400,134100,,,,,,,,,,,12
153400,145900,,72,21,,,,,,,,96
244600,244000,,21,6,,,,,,,,33
354500,351400,,27,9,,,,,,,,39
120200,113800,,,,,,,,,,,9
111200,147900,,6,,,,,,,,,12
142100,145300,,9,,,,,,,,,9
240700,240400,,9,,,,,,,,,12
165900,163200,,21,,,,,,,,,27
166300,164100,,9,,,,,,,,,12
140900,138700,,9,,,,,,,,,9
165400,150100,,,,,,,,,,,6
255500,251400,,,,,,6,,,,,6
160300,152400,,,,,,,,,,,6
175800,177500,,,,,,,,,,,6
142400,131200,,6,,,,,,,,,6
138300,138800,,36,,,,,,,,,51
190900,193500,,9,,,,,,,,,12
111600,133700,,6,,,,,,,,,9
332000,320400,,18,6,,,,,,,,27
218000,219600,,,,,,,,,,,9
139800,135000,,12,,,,,,,,,12
150800,152300,,66,9,,,,,,,,84
317800,324200,,24,,,,,,,,,33
163000,163700,,9,,,,,,,,,12
158100,145000,,,,,,,,,,,6
131800,133700,,18,,,15,,9,48,,,99
162600,163200,,12,,,,,,,,,21
191400,193800,,81,21,9,,,,,,,111
213200,208600,,6,,,,,,,,,6
151500,152400,,15,,,,,,,,,18
363300,362400,,12,,,,,,,,,9
144900,133200,,18,,,,18,,,,,48
181200,176200,,,,,,,,,,,6
213000,213300,,18,,,,,,,,,18
224100,225000,,9,,,,,,,,,12
317800,328700,,,,,,,,,,,6
320200,322200,,9,,,,,,,,,12
131000,152300,,9,,,,,,,,,12
254600,250900,,21,,,9,,,,,,33
130800,129500,,9,,,,,,,,,9
211300,211500,,9,,,,,,,,,9
180600,180700,,15,,,,,,,,,21
160600,135800,,,,,,,,,,,6
160200,138500,,9,,,,,,,,,12
321200,316700,,21,,,,,,,,,24
245800,244800,,,,,,,,,,,6
330200,320400,,24,6,,,,,,,,30
135700,144200,,,,,,,,,,,9
209800,211200,,9,,,,,,,,,9
129600,131300,,9,,,,6,,,,,24
136100,131300,,,,,15,,,,,,24
140200,139400,,,,,,,,,,,9
111600,138500,,9,,,,,,,,,15
316200,315000,,12,,,,,,,,,18
148100,146700,,15,,,,,,,,,24
159200,166000,,,,,,,,,,,6
202000,202800,,18,,,,,,,,,21
250300,245700,,12,,,,,,,,,15
360900,361200,,6,,,,,,,,,12
327800,328800,,21,6,,,,,,,,30
125500,147700,,,,,,,,,,,9
245900,248000,,6,,,,,,,,,6
138700,147900,,18,,,,,,,,,24
132000,133900,,30,,,9,,,,,,42
193400,195700,,9,,,,,,,,,12
158100,158200,,9,,,,,,,,,9
180000,179000,,24,,,,,,,,,27
253800,253200,,,,,,,,,,,6
255400,256800,,9,,,,,,,,,12
348700,348600,,15,,,,,,,,,18
116000,115800,,18,,,,,,,,,21
129700,134800,,,,,,,,,,,9
331500,326600,,,,,,,,,,,6
319400,328100,,12,,,,,,,,,15
306100,303200,,6,,,,,,,,,9
243800,244300,,48,,,,,,6,,,63
164400,149900,,18,,,,,,,,,21
143000,145100,,15,,,,,,,,,15
123700,131300,,30,,,30,,,,,,63
328600,328300,,9,,,,,,,,,12
250800,249900,,9,,,,,,,,,12
163000,162800,,9,,,,,,,,,12
244800,244700,,15,,,,,,,,,24
136700,125700,,15,,,,,,,,,18
130800,117000,,6,,,,,,,,,9
194900,197000,,9,,,,,,,,,9
168100,167900,,9,,,,,,,,,9
194200,194800,,18,,,,,,,,,21
221700,221800,,45,,,,,,,,,54
330200,327000,,6,,,,,,,,,9
147200,143300,,12,,,,,,,,,18
201600,201300,,18,,,,,,,,,18
154300,140300,,6,,,,,,,,,6
163800,165700,,9,,,,,,,,,12
253300,239900,,9,,,,,,,,,12
354400,350700,,,,,,,,,,,9
324400,322400,,,,,,,,,,,6
329500,330800,,6,,,,,,,,,6
340400,341100,,156,39,12,,,15,15,,,240
350000,356200,,,,,,,,,,,6
314700,325700,,,,,,,,,,,9
304600,304400,,,,,,,,,,,9
231800,227300,,6,,,,,,,,,9
325300,325200,,,,,,,,,,,6
200700,200800,,,,,,,,,,,6
118400,133800,,6,,,,,,,,,6
138900,130300,,,,,,,,,,,6
100700,100800,,48,,6,,,,,,,60
303800,302800,,9,,,,,,,,,9
114000,133500,,9,,,,,,,,,9
115800,113900,,6,,,,,,,,,9
313900,326600,,9,,,,,,,,,12
129100,133500,,,,,,,,,,,12
223300,225400,,6,,,,,,,,,9
144700,140300,,12,,,,,,,,,15
136500,145500,,27,12,,,,,,,,39
160200,158400,,6,,,,,,,,,9
209800,210200,,12,,,,,,,,,18
141800,143700,,,,,,,,,,,6
136800,132200,,9,,,,,,,,,9
190900,193400,,6,,,,,,,,,6
243500,245700,,45,12,,,,,,,,57
141800,138800,,,,,,,,,,,6
208300,208600,,6,,,,,,,,,6
129000,136100,,,,,,,,,,,9
318500,327100,,12,,,,,,,,,18
139500,133500,,9,,,,,,,,,9
146200,133900,,6,,,,,,,,,6
152000,150600,,12,,,,,,,,,18
362100,361100,,6,,,,,,,,,6
141700,133500,,,,,,,,,,,12
155000,118600,,,6,,,,,,,,9
197500,196500,,18,6,,,,,,,,24
155300,150700,,6,,,,,,,,,9
143500,145400,,30,,,,,,,,,39
328300,327200,,9,,,,,,,,,12
111200,123500,,15,9,,,,,,,,30
146200,127500,,,,,,,,,,,6
139400,133500,,9,,,,,,,,,15
136000,134500,,,,,,,,,,,9
120900,133900,,18,,,,,,,,,27
118000,133300,,,,,,,,,,,9
159200,147700,,42,9,6,,,,,,,60
300900,302200,,,,,,,,,,,6
123100,145900,,18,,,,,,,,,21
131100,136400,,24,,,,,,,,,33
157300,152700,,9,,,,,,,,,15
199700,201000,,12,,,,,,,,,12
151400,140300,,,,,,,,,,,6
327300,328800,,9,9,,,,,,,,15
208400,208700,,,,,,,,,,,6
118700,145900,,15,9,,,,,,,,24
178300,179700,,24,,,,,,,,,30
218100,219400,,15,,,,,,,,,15
135600,129900,,,,,,,,,,,6
159100,131300,,,,,,,,,,,6
246900,245500,,,,,,,,,,,6
196300,195700,,12,,,,,,,,,12
204800,205800,,6,,,,,,,,,9
194900,195500,,21,,,,,,12,,,36
164400,165700,,,,,,,,,,,6
302900,305700,,33,9,,,,,,,,48
357000,357500,,,,,,,,6,,,12
114000,147900,,12,,,,,,,,,15
314200,314400,,39,,,,,,45,,,90
321000,322200,,12,,,,,,,,,15
328600,328400,,27,,,,,,6,,,48
205900,206000,,9,,,,,,,,,9
214900,210400,,24,,,,,,,,,27
207000,206700,,27,6,6,,,,,,,48
158800,147900,,81,6,18,,,,,,,108
180000,178300,,,,,,,,,,,9
213200,208900,,15,9,,,,,,,,24
325700,328800,,6,,,,,,,,,15
143700,145300,,6,6,,,,,,,,15
159700,127500,,,,,,,,,,,6
125700,135300,,6,,,,,,,,,9
131100,135000,,6,,,,,,,,,9
317100,323000,,6,,,,,,,,,6
123700,118800,,6,,,,,,,,,6
121000,118100,,9,,,,,,,,,9
119200,125100,,9,,,,,,,,,12
328900,329600,,,,,,,,,,,6
326100,331800,,,,,,,,,,,6
151300,138500,,18,,6,,,,,,,30
120900,133700,,6,,,,,,,,,6
253600,250700,,30,,,45,,12,9,,,105
311000,310300,,48,9,,,,,,,,63
250300,244200,,6,,,,,,,,,6
125400,127200,,21,,,,,,,,,24
198200,201700,,12,,,,,,,,,15
362800,362300,,9,,,,,,,,,9
162600,157600,,12,,,,,,,,,18
141600,138700,,15,,,,,,,,,15
355500,350400,,6,,,,,,,,,9
137400,152300,,18,,,,,,,,,24
144300,138500,,27,9,,15,,,,,,54
159300,164100,,,,,,,,,,,6
133000,133800,,,,,,,,,,,6
178600,179400,,27,,,,,,,,,30
115800,131900,,,,,,,,,,,6
